major_name,major_url,table_index,course_name,course_code,credits,raw_cells
CNTT và Chuyển đổi số CLC,https://fit.neu.edu.vn/major/cong-nghe-thong-tin-va-chuyen-doi-so-clc-7480201,0,Phương pháp tính,CNTT1182,3,"['18', '4', 'Phương pháp tính', 'CNTT1182', '3', '', '', '3', '', '', '', '', '', 'III']"
CNTT và Chuyển đổi số CLC,https://fit.neu.edu.vn/major/cong-nghe-thong-tin-va-chuyen-doi-so-clc-7480201,0,Chuyển đổi số,TIKT1140E,3,"['19', '1', 'Chuyển đổi số', 'TIKT1140E', '3', '', '', '3', '', '', '', '', '', 'III']"
CNTT và Chuyển đổi số CLC,https://fit.neu.edu.vn/major/cong-nghe-thong-tin-va-chuyen-doi-so-clc-7480201,0,Lập trình hướng đối tượng,CNTT1131E,3,"['20', '2', 'Lập trình hướng đối tượng', 'CNTT1131E', '3', '', '', '3', '', '', '', '', '', 'III']"
CNTT và Chuyển đổi số CLC,https://fit.neu.edu.vn/major/cong-nghe-thong-tin-va-chuyen-doi-so-clc-7480201,0,Mạng máy tính và truyền số liệu,CNTT1114,3,"['21', '3', 'Mạng máy tính và truyền số liệu', 'CNTT1114', '3', '', '', '3', '', '', '', '', '', 'III']"
CNTT và Chuyển đổi số CLC,https://fit.neu.edu.vn/major/cong-nghe-thong-tin-va-chuyen-doi-so-clc-7480201,0,Lập trình Python,CNTT1180E,3,"['22', '4', 'Lập trình Python', 'CNTT1180E', '3', '', '', '', '3', '', '', '', '', 'IV']"
CNTT và Chuyển đổi số CLC,https://fit.neu.edu.vn/major/cong-nghe-thong-tin-va-chuyen-doi-so-clc-7480201,0,Hệ quản trị cơ sở dữ liệu,CNTT1152E,3,"['23', '5', 'Hệ quản trị cơ sở dữ liệu', 'CNTT1152E', '3', '', '', '', '3', '', '', '', '', 'IV']"
CNTT và Chuyển đổi số CLC,https://fit.neu.edu.vn/major/cong-nghe-thong-tin-va-chuyen-doi-so-clc-7480201,0,Kiến trúc máy tính,CNTT1112E,3,"['24', '6', 'Kiến trúc máy tính', 'CNTT1112E', '3', '', '', '', '3', '', '', '', '', 'IV']"
CNTT và Chuyển đổi số CLC,https://fit.neu.edu.vn/major/cong-nghe-thong-tin-va-chuyen-doi-so-clc-7480201,0,Chuyên đề thực tế - Công nghệ thông tin,CNTT1196,4,"['25', '7', 'Chuyên đề thực tế - Công nghệ thông tin', 'CNTT1196', '4', '', '', '', '', '4', '', '', '', 'V']"
CNTT và Chuyển đổi số CLC,https://fit.neu.edu.vn/major/cong-nghe-thong-tin-va-chuyen-doi-so-clc-7480201,0,Phân tích và thiết kế hệ thống,CNTT1117,3,"['26', '8', 'Phân tích và thiết kế hệ thống', 'CNTT1117', '3', '', '', '', '', '3', '', '', '', 'V']"
CNTT và Chuyển đổi số CLC,https://fit.neu.edu.vn/major/cong-nghe-thong-tin-va-chuyen-doi-so-clc-7480201,0,Phân tích dữ liệu chuỗi thời gian và dự báo,TOKT11122E,3,"['27', '9', 'Phân tích dữ liệu chuỗi thời gian và dự báo', 'TOKT11122E', '3', '', '', '', '', '3', '', '', '', 'V']"
CNTT và Chuyển đổi số CLC,https://fit.neu.edu.vn/major/cong-nghe-thong-tin-va-chuyen-doi-so-clc-7480201,0,Phát hiện tri thức từ dữ liệu,CNTT1181E,3,"['28', '10', 'Phát hiện tri thức từ dữ liệu', 'CNTT1181E', '3', '', '', '', '', '', '3', '', '', 'VI']"
CNTT và Chuyển đổi số CLC,https://fit.neu.edu.vn/major/cong-nghe-thong-tin-va-chuyen-doi-so-clc-7480201,0,Lập trình Java,CNTT1153,3,"['29 - 38', '1', 'Lập trình Java', 'CNTT1153', '3', '', '', '', '3', '', '', '', '', 'IV']"
